schema_version,picture_id,file,display_ms,caption_en,caption_zh,caption_zh_tr,caption_ja,caption_ja_tr,es_sentence,fr_sentence
1,pic_055,55.jpg,10000,The artist paints a landscape in their sunny studio.,艺术家在阳光明媚的工作室画风景。,Yìshùjiā zài yángguāng míngmèi de gōngzuòshì huà fēngjǐng.,芸術家は明るいアトリエで風景画を描きます。,Geijutsuka wa akarui atorie de fuukeiga o kakimasu.,El artista pinta un paisaje en su estudio soleado.,L’artiste peint un paysage dans son atelier ensoleillé.
1,pic_056,56.jpg,10000,The artist prepares their latest work for an exhibition.,艺术家为展览准备最新作品。,Yìshùjiā wèi zhǎnlǎn zhǔnbèi zuìxīn zuòpǐn.,芸術家は最新作を展覧会のために準備します。,Geijutsuka wa saishinsaku o tenrankai no tame ni junbi shimasu.,El artista prepara su última obra para una exposición.,L’artiste prépare sa dernière œuvre pour une exposition.
1,pic_057,57.jpg,10000,The musician practices playing the guitar before a concert.,音乐家在音乐会前练习吉他。,Yīnyuèjiā zài yīnyuèhuì qián liànxí jítā.,音楽家はコンサートの前にギターを練習します。,Ongakuka wa konsaato no mae ni gitaa o renshuu shimasu.,El músico practica tocar la guitarra antes de un concierto.,Le musicien s’entraîne à jouer de la guitare avant un concert.
1,pic_058,58.jpg,10000,The musician writes new songs in their home studio.,音乐家在家工作室创作新歌。,Yīnyuèjiā zài jiā gōngzuòshì chuàngzuò xīngē.,音楽家は自宅のスタジオで新しい曲を書きます。,Ongakuka wa jitaku no sutajio de atarashii kyoku o kakimasu.,El músico escribe nuevas canciones en su estudio en casa.,Le musicien écrit de nouvelles chansons dans son studio à domicile.
1,pic_059,59.jpg,10000,The security guard checks people’s bags at the entrance of a mall.,保安在商场入口检查人们的包。,Bǎo'ān zài shāngchǎng rùkǒu jiǎnchá rénmen de bāo.,警備員はショッピングモールの入口で人々のカバンをチェックします。,Keibiin wa shoppingu mooru no iriguchi de hitobito no kaban o chekku shimasu.,El guardia de seguridad revisa las bolsas de las personas en la entrada de un centro comercial.,Le gardien de sécurité vérifie les sacs des gens à l’entrée d’un centre commercial.
1,pic_060,60.jpg,10000,The security guard patrols the building at night to ensure safety.,保安夜间巡逻大楼以确保安全。,Bǎo'ān yèjiān xúnluó dàlóu yǐ quèbǎo ānquán.,警備員は夜に建物を巡回し、安全を確保します。,"Keibiin wa yoru ni tatemono o junkai shi, anzen o kakuho shimasu.",El guardia de seguridad patrulla el edificio por la noche para garantizar la seguridad.,Le gardien de sécurité patrouille le bâtiment la nuit pour assurer la sécurité.
1,pic_061,61.jpg,10000,A bustling Tokyo street at dusk with neon signs reflecting off wet pavement.,黄昏时东京繁忙的街道，霓虹灯倒映在湿润的路面上。,"Huánghūn shí Dōngjīng fánmáng de jiēdào, níhóngdēng dǎoyìng zài shīrùn de lùmiàn shàng.",夕暮れ時の東京の賑やかな通り、ネオンが濡れた舗道に映っている。,"Yuugure toki no Toukyou no nigiyaka na toori, neon ga nureta hodou ni utsutte iru.",Una bulliciosa calle de Tokio al anochecer con letreros de neón reflejados en el pavimento mojado.,Une rue animée de Tokyo au crépuscule avec des enseignes au néon se reflétant sur le trottoir mouillé.
1,pic_062,62.jpg,10000,A narrow alley in Rome lined with scooters and laundry hanging overhead.,罗马一条狭窄的小巷，停着摩托车，上方挂着晾晒的衣物。,"Luómǎ yì tiáo xiázhǎi de xiǎoxiàng, tíng zhe mótuōchē, shàngfāng guàzhe liàngshài de yīwù.",ローマの細い路地にはスクーターと頭上に干された洗濯物が並んでいる。,Rouma no hosoi roji ni wa sukuutaa to zujou ni hosareta sentakumono ga narande iru.,Un callejón estrecho en Roma lleno de scooters y ropa tendida arriba.,Une ruelle étroite à Rome bordée de scooters et de linge suspendu au-dessus.
1,pic_063,63.jpg,10000,An Old Havana boulevard with brightly colored classic cars and palm trees.,哈瓦那老街，五颜六色的老式轿车和棕榈树。,"Hāwǎnà lǎo jiē, wǔyán liùsè de lǎoshì jiàochē hé zōnglǘ shù.",ハバナの古い大通りにはカラフルなクラシックカーとヤシの木が並んでいる。,Habana no furui oodoori ni wa karafuru na kurashikku kaa to yashi no ki ga narande iru.,Un bulevar de la Habana Vieja con autos clásicos coloridos y palmeras.,Un boulevard de la Vieille Havane avec des voitures anciennes colorées et des palmiers.
1,pic_064,64.jpg,10000,A busy Mumbai intersection filled with auto rickshaws and vendors.,孟买繁忙路口，挤满了自动人力车和小贩。,"Mèngmǎi fánmáng lùkǒu, jǐ mǎnle zìdòng rénlìchē hé xiǎofàn.",ムンバイの賑やかな交差点はオートリキシャと屋台で溢れている。,Munbai no nigiyaka na kousaten wa ootorikisha to yatai de afurete iru.,Un cruce ocupado en Mumbai lleno de rickshaws y vendedores ambulantes.,Un carrefour animé à Mumbai rempli d’auto rickshaws et de vendeurs ambulants.
1,pic_065,65.jpg,10000,A Parisian sidewalk café with patrons sipping espresso under striped awnings.,巴黎街头咖啡馆，顾客在条纹遮阳篷下喝浓缩咖啡。,"Bālí jiētóu kāfēi guǎn, gùkè zài tiáowén zhēyángpéng xià hē nóngsuō kāfēi.",パリの歩道カフェでは、客がストライプのオーニングの下でエスプレッソを飲んでいる。,"Pari no hodou kafe de wa, kyaku ga sutoraipu no ooningu no shita de esupuresso o nonde iru.",Una cafetería en la acera parisina con clientes tomando espresso bajo toldos a rayas.,Un café-terrasse parisien avec des clients sirotant un espresso sous des auvents rayés.
1,pic_066,66.jpg,10000,A rainy London thoroughfare with red double-decker buses and umbrellas.,雨天的伦敦大街，红色双层巴士和雨伞穿梭。,"Yǔtiān de lúndūn dàjiē, hóngsè shuāngcéng bāshì hé yǔsǎn chuānsuō.",雨のロンドンの大通りでは赤い2階建てバスと傘が行き交っている。,Ame no Rondon no oodoori de wa akai nikai date basu to kasa ga yukikatte iru.,Una calle lluviosa en Londres con autobuses rojos de dos pisos y paraguas.,Une avenue londonienne sous la pluie avec des bus rouges à impériale et des parapluies.
1,pic_067,67.jpg,10000,A São Paulo avenue crowded with street food stalls and graffiti art.,圣保罗大道，街头小吃摊和涂鸦艺术挤满街头。,"Shèng Bǎoluó dàdào, jiētóu xiǎochī tān hé túyā yìshù jǐ mǎn jiētóu.",サンパウロの通りには屋台とグラフィティアートが溢れている。,Sanpauro no toori ni wa yatai to gurafiti aato ga afurete iru.,Una avenida de São Paulo llena de puestos de comida callejera y arte de grafiti.,Une avenue de São Paulo bondée de stands de nourriture de rue et d’art de graffiti.
1,pic_068,68.jpg,10000,A New York City block at lunchtime with food trucks and businesspeople.,纽约午餐时间的街区，餐车和上班族来往不断。,"Niǔyuē wǔcān shíjiān de jiēqū, cānchē hé shàngbānzú láiwǎng bùduàn.",ニューヨークのランチタイムの街区にはフードトラックとビジネスマンが多い。,Nyuu Yooku no ranchitaimu no gaiku ni wa fuudo torakku to bijinesuman ga ooi.,Una manzana de la ciudad de Nueva York a la hora del almuerzo con camiones de comida y gente de negocios.,Un pâté de maisons de New York à l’heure du déjeuner avec des food trucks et des gens d’affaires.
1,pic_069,69.jpg,10000,A crowded Beijing market street with lanterns and red banners overhead.,北京拥挤的集市街道，上空悬挂着灯笼和红色横幅。,"Běijīng yōngjǐ de jíshì jiēdào, shàngkōng xuánguà zhe dēnglóng hé hóngsè héngfú.",北京の混み合った市場通りの上には提灯と赤い旗が吊るされている。,Pekin no komiatta ichiba toori no ue ni wa chouchin to akai hata ga tsurusarete iru.,Una concurrida calle del mercado de Pekín con farolillos y pancartas rojas colgadas arriba.,Une rue de marché animée à Pékin avec des lanternes et des banderoles rouges suspendues.
1,pic_070,70.jpg,10000,A Cape Town promenade overlooking Table Mountain with cyclists passing by.,开普敦海滨长廊，远眺桌山，自行车手经过。,"Kāipǔdūn hǎibīn chángláng, yuǎntiào Zhuōshān, zìxíngchē shǒu jīngguò.",ケープタウンのプロムナードからはテーブルマウンテンが見え、自転車が通る。,"Keepu Taun no puromunaado kara wa teeburu maunten ga mie, jitensha ga tooru.",Un paseo marítimo de Ciudad del Cabo con vista a la Montaña de la Mesa y ciclistas pasando.,"Une promenade du Cap surplombant la montagne de la Table, avec des cyclistes passant devant."
1,pic_071,71.jpg,10000,An open-air bazaar in Istanbul with colorful spices piled in woven baskets.,伊斯坦布尔露天集市，五彩斑斓的香料堆在编织篮中。,"Yīsītǎnbù'ěr lùtiān jíshì, wǔcǎi bānlán de xiāngliào duī zài biānzhī lán zhōng.",イスタンブールの青空市場にはカラフルなスパイスがかごに山積みされている。,Isutanbuuru no aozora ichiba ni wa karafuru na supaisu ga kago ni yamazumi sarete iru.,Un bazar al aire libre en Estambul con especias de colores apiladas en cestas tejidas.,Un bazar en plein air à Istanbul avec des épices colorées empilées dans des paniers en osier.
1,pic_072,72.jpg,10000,A floating market in Bangkok with vendors on wooden boats selling tropical fruits.,曼谷水上市场，小贩在木船上售卖热带水果。,"Màngǔ shuǐshàng shìchǎng, xiǎofàn zài mùchuán shàng shòumài rèdài shuǐguǒ.",バンコクの水上マーケットでは小舟に乗った売り手が南国の果物を売っている。,Bankoku no suijou maaketto de wa kobune ni notta urite ga nankoku no kudamono o utte iru.,Un mercado flotante en Bangkok con vendedores en barcos de madera vendiendo frutas tropicales.,Un marché flottant à Bangkok avec des vendeurs sur des bateaux en bois vendant des fruits tropicaux.
1,pic_073,73.jpg,10000,A souk in Marrakech with brass lanterns and intricate rugs displayed.,马拉喀什集市，摆满了铜灯和精美地毯。,"Mǎlākākèshí jíshì, bǎi mǎnle tóngdēng hé jīngměi dìtǎn.",マラケシュのスークには真鍮のランタンや複雑な絨毯が飾られている。,Marakeshu no suuku ni wa shinchuu no rantan ya fukuzatsu na juutan ga kazararete iru.,Un zoco en Marrakech con faroles de bronce y alfombras intrincadas expuestas.,Un souk à Marrakech avec des lanternes en laiton et des tapis complexes exposés.
1,pic_074,74.jpg,10000,A rural Mexican mercado with handmade pottery and vibrant textiles.,墨西哥乡村市场，手工陶器和彩色布料丰富。,"Mòxīgē xiāngcūn shìchǎng, shǒugōng táoqì hé cǎisè bùliào fēngfù.",メキシコの田舎の市場では手作りの陶器や鮮やかな織物が並ぶ。,Mekishiko no inaka no ichiba de wa tezukuri no touki ya azayaka na orimono ga narabu.,Un mercado rural mexicano con cerámica hecha a mano y textiles vibrantes.,Un marché rural mexicain avec de la poterie artisanale et des tissus colorés.
1,pic_075,75.jpg,10000,A weekend farmers' market in Oregon offering organic produce and artisan cheese.,俄勒冈周末农贸市场，供应有机蔬菜和手工奶酪。,"Élègāng zhōumò nóngmào shìchǎng, gōngyìng yǒujī shūcài hé shǒugōng nǎilào.",オレゴンの週末ファーマーズマーケットでは有機野菜と手作りチーズが売られている。,Oregon no shuumatsu faamaazu maaketto de wa yuuki yasai to tezukuri chiizu ga urarete iru.,Un mercado de agricultores de fin de semana en Oregón con productos orgánicos y queso artesanal.,Un marché fermier du week-end dans l’Oregon proposant des produits biologiques et du fromage artisanal.
1,pic_076,76.jpg,10000,A crowded spice market in Delhi showcasing red chilies and turmeric heaps.,德里拥挤的香料市场，红辣椒和姜黄堆成小山。,"Délǐ yōngjǐ de xiāngliào shìchǎng, hóng làjiāo hé jiānghuáng duī chéng xiǎoshān.",デリーの混雑した香辛料市場には赤唐辛子とウコンの山が並んでいる。,Deri no konzatsu shita koushinryou ichiba ni wa aka tougarashi to ukon no yama ga narande iru.,Un mercado de especias concurrido en Delhi con montones de chiles rojos y cúrcuma.,Un marché aux épices bondé à Delhi présentant des piments rouges et des tas de curcuma.
1,pic_077,77.jpg,10000,A fish market in Tokyo's Tsukiji district with ice-lined counters and fresh tuna.,东京筑地鱼市，冰台上摆满新鲜金枪鱼。,"Dōngjīng Zhùdì yúshì, bīngtái shàng bǎimǎn xīnxiān jīnqiāngyú.",東京築地の魚市場には氷が敷き詰められ、新鮮なマグロが並ぶ。,"Toukyou Tsukiji no uoichiba ni wa koori ga shikitsumerare, shinsen na maguro ga narabu.",Un mercado de pescado en el distrito Tsukiji de Tokio con mostradores cubiertos de hielo y atún fresco.,Un marché aux poissons dans le quartier Tsukiji de Tokyo avec des comptoirs couverts de glace et du thon frais.
1,pic_078,78.jpg,10000,An African market in Accra featuring colorful kente cloth fabrics.,阿克拉非洲市场，展出五彩的肯特布。,"Ākèlā fēizhōu shìchǎng, zhǎnchū wǔcǎi de kěntè bù.",アクラのアフリカ市場ではカラフルなケンテ布が並んでいる。,Akura no Afurika ichiba de wa karafuru na kente nuno ga narande iru.,Un mercado africano en Accra con coloridas telas kente.,Un marché africain à Accra avec des tissus kente colorés.
1,pic_079,79.jpg,10000,A European Christmas market in Vienna with wooden stalls and mulled wine.,维也纳欧洲圣诞市场，木制摊位和热红酒。,"Wéiyěnà Ōuzhōu shèngdàn shìchǎng, mùzhì tānwèi hé rè hóngjiǔ.",ウィーンのヨーロッパのクリスマスマーケットには木の屋台とホットワインがある。,Uiin no Yooroppa no kurisumasu maaketto ni wa ki no yatai to hotto wain ga aru.,Un mercado navideño europeo en Viena con puestos de madera y vino caliente.,Un marché de Noël européen à Vienne avec des chalets en bois et du vin chaud.
1,pic_080,80.jpg,10000,A beachfront market in Bali selling handcrafted baskets and batik sarongs.,巴厘岛海滩市场，出售手工篮子和蜡染纱笼。,"Bālídǎo hǎitān shìchǎng, chūshòu shǒugōng lánzi hé làrǎn shālóng.",バリのビーチ沿いの市場では手作りのかごやバティックのサロンが売られている。,Bari no biichi-zoi no ichiba de wa tezukuri no kago ya batikku no saron ga urarete iru.,Un mercado frente a la playa en Bali vendiendo cestas hechas a mano y sarongs batik.,Un marché en bord de mer à Bali vendant des paniers artisanaux et des sarongs batik.
1,pic_081,81.jpg,10000,A bright primary school classroom in Nairobi with animal posters on the walls.,内罗毕明亮的小学教室，墙上贴有动物海报。,"Nèiluóbì míngliàng de xiǎoxué jiàoshì, qiáng shàng tiē yǒu dòngwù hǎibào.",ナイロビの明るい小学校の教室、壁には動物のポスターが貼られている。,"Nairobi no akarui shougakkou no kyoushitsu, kabe ni wa doubutsu no posutaa ga hararete iru.",Un aula luminosa de primaria en Nairobi con carteles de animales en las paredes.,Une salle de classe primaire lumineuse à Nairobi avec des affiches d’animaux sur les murs.
1,pic_082,82.jpg,10000,A modern coding lab in a Silicon Valley high school with students on laptops.,硅谷现代高中编程实验室，学生在笔记本上学习。,"Guīgǔ xiàndài gāozhōng biānchéng shíyànshì, xuéshēng zài bǐjìběn shàng xuéxí.",シリコンバレーの高校の現代的なコーディングラボ、ノートパソコンで学ぶ生徒たち。,"Shirikon Baree no koukou no gendaiteki na koodingu rabo, nooto pasokon de manabu seito-tachi.",Un laboratorio de codificación moderno en una escuela secundaria de Silicon Valley con estudiantes en portátiles.,Un laboratoire de codage moderne dans un lycée de la Silicon Valley avec des élèves sur des ordinateurs portables.
1,pic_083,83.jpg,10000,A rural village classroom in Nepal with wooden benches and chalkboards.,尼泊尔乡村教室，木长凳和黑板。,"Níbó'ěr xiāngcūn jiàoshì, mù chángdèng hé hēibǎn.",ネパールの村の教室、木のベンチと黒板がある。,"Nepaaru no mura no kyoushitsu, ki no benchi to kokuban ga aru.",Un aula de aldea rural en Nepal con bancos de madera y pizarras.,Une salle de classe de village rural au Népal avec des bancs en bois et des tableaux noirs.
1,pic_084,84.jpg,10000,A Montessori classroom in Amsterdam with learning stations and potted plants.,阿姆斯特丹蒙特梭利教室，学习区和盆栽植物。,"Āmǔsītèdān Méngtèsuǒlì jiàoshì, xuéxí qū hé pénzāi zhíwù.",アムステルダムのモンテッソーリ教室、学習ステーションと鉢植え植物。,"Amusuterudamu no Montessori kyoushitsu, gakushuu suteeshon to hachiue shokubutsu.",Un aula Montessori en Ámsterdam con zonas de aprendizaje y plantas en macetas.,Une classe Montessori à Amsterdam avec des espaces d’apprentissage et des plantes en pot.
1,pic_085,85.jpg,10000,A French lycée classroom with students in uniforms taking notes under tall windows.,法国高中教室，学生穿校服在高窗下记笔记。,"Fàguó gāozhōng jiàoshì, xuéshēng chuān xiàofú zài gāo chuāng xià jì bǐjì.",フランスのリセの教室、制服姿の生徒が高い窓の下でノートを取っている。,"Furansu no rise no kyoushitsu, seifuku sugata no seito ga takai mado no shita de nooto o totte iru.",Un aula de liceo francés con estudiantes en uniforme tomando notas bajo grandes ventanas.,Une salle de classe de lycée français avec des élèves en uniforme prenant des notes sous de hautes fenêtres.
1,pic_086,86.jpg,10000,A chemistry lab in Shanghai with students wearing goggles over lab benches.,上海化学实验室，学生戴护目镜在实验台上操作。,"Shànghǎi huàxué shíyànshì, xuéshēng dài hùmùjìng zài shíyàntái shàng cāozuò.",上海の化学実験室、ゴーグルをつけた生徒たちが実験台に立っている。,"Shanhai no kagaku jikken-shitsu, googuru o tsuketa seito-tachi ga jikkendai ni tatte iru.",Un laboratorio de química en Shanghái con estudiantes con gafas protectoras sobre las mesas.,Un laboratoire de chimie à Shanghai avec des élèves portant des lunettes de protection sur les paillasses.
1,pic_087,87.jpg,10000,A one-room schoolhouse in Alaska heated by a potbelly stove and fur coats.,阿拉斯加单间校舍，靠火炉和皮大衣取暖。,"Ālāsījiā dānjiān xiàoshè, kào huǒlú hé pí dàyī qǔnuǎn.",アラスカの一部屋だけの校舎、薪ストーブと毛皮のコートで暖を取る。,"Arasuka no heya dake no kousha, maki sutoobu to kegawa no kooto de dan o toru.",Una escuela de una sola aula en Alaska calentada por una estufa de leña y abrigos de piel.,Une école à une salle en Alaska chauffée par un poêle à bois et des manteaux de fourrure.
1,pic_088,88.jpg,10000,A preschool classroom in Melbourne with art supplies neatly arranged.,墨尔本幼儿园教室，艺术用品摆放整齐。,"Mò'ěrběn yòu'éryuán jiàoshì, yìshù yòngpǐn bǎifàng zhěngqí.",メルボルンの幼稚園の教室、画材がきちんと並べられている。,"Meruborun no youchien no kyoushitsu, gazai ga kichinto naraberarete iru.",Un aula preescolar en Melbourne con materiales de arte ordenados cuidadosamente.,Une salle de classe maternelle à Melbourne avec des fournitures artistiques soigneusement rangées.
1,pic_089,89.jpg,10000,A high school classroom in São Paulo with colorful educational murals.,圣保罗高中教室，彩色教育壁画装饰墙面。,"Shèng Bǎoluó gāozhōng jiàoshì, cǎisè jiàoyù bìhuà zhuāngshì qiángmiàn.",サンパウロの高校の教室にはカラフルな教育壁画がある。,Sanpauro no koukou no kyoushitsu ni wa karafuru na kyouiku hekiga ga aru.,Un aula de secundaria en São Paulo con murales educativos coloridos.,Une salle de classe de lycée à São Paulo avec des fresques éducatives colorées.
1,pic_090,90.jpg,10000,A night school classroom in Cairo where adults study under fluorescent lights.,开罗夜校教室，成年人在荧光灯下学习。,"Kāiluó yèxiào jiàoshì, chéngniánrén zài yíngguāngdēng xià xuéxí.",カイロの夜間学校の教室、大人たちは蛍光灯の下で勉強している。,"Kairo no yakan gakkou no kyoushitsu, otona-tachi wa keikoutou no shita de benkyou shite iru.",Un aula nocturna en El Cairo donde los adultos estudian bajo luces fluorescentes.,Une classe du soir au Caire où les adultes étudient sous des lumières fluorescentes.
1,pic_091,91.jpg,10000,A crowded Tokyo Shinjuku Station platform during rush hour with commuters.,东京新宿站高峰时段，站台上挤满通勤者。,"Dōngjīng Xīnsù zhàn gāofēng shíduàn, zhàntái shàng jǐ mǎn tōngqín zhě.",東京新宿駅のラッシュ時、プラットホームは通勤客で混雑している。,"Toukyou Shinjuku-eki no rasshu ji, purattohoomu wa tsuukinkyaku de konzatsu shite iru.",Un andén lleno de gente en la estación Shinjuku de Tokio durante la hora pico.,Un quai bondé à la gare de Shinjuku à Tokyo pendant l’heure de pointe.
1,pic_092,92.jpg,10000,An old European train station in Prague with ornate arches and steam engine.,布拉格老式欧洲火车站，拱门华丽，有蒸汽机车。,"Bùlāgé lǎoshì Ōuzhōu huǒchēzhàn, gǒngmén huálì, yǒu zhēngqì jīchē.",プラハの古いヨーロッパの駅、華やかなアーチと蒸気機関車。,"Puraha no furui Yooroppa no eki, hanayaka na aachi to jouki kikansha.",Una antigua estación europea en Praga con arcos ornamentados y locomotora de vapor.,Une ancienne gare européenne à Prague avec des arches ornées et une locomotive à vapeur.
1,pic_093,93.jpg,10000,A rural Indian station with a single platform and passengers waiting on benches.,印度乡村小站，只有一个站台，乘客坐在长椅上等车。,"Yìndù xiāngcūn xiǎozhàn, zhǐyǒu yī gè zhàntái, chéngkè zuò zài chángyǐ shàng děng chē.",インドの田舎の駅、プラットフォームが一つだけでベンチに座って列車を待つ乗客たち。,"Indo no inaka no eki, purattohoomu ga hitotsu dake de benchi ni suwatte ressha o matsu joukyaku-tachi.",Una estación rural india con un solo andén y pasajeros esperando en los bancos.,Une gare rurale indienne avec un seul quai et des passagers assis sur des bancs en attente.
1,pic_094,94.jpg,10000,A modern London Underground platform illuminated by bright LED lights.,伦敦地铁现代站台，明亮的LED灯照明。,"Lúndūn dìtiě xiàndài zhàntái, míngliàng de LED dēng zhàomíng.",ロンドン地下鉄の近代的なホーム、明るいLEDライトで照らされている。,"Rondon chikatetsu no kindaiteki na hoomu, akarui LED raito de terasarete iru.",Un andén moderno del metro de Londres iluminado por luces LED brillantes.,Un quai moderne du métro de Londres éclairé par des lumières LED brillantes.
1,pic_095,95.jpg,10000,A Swiss Alpine train station with mountain peaks visible through glass walls.,瑞士阿尔卑斯火车站，透过玻璃墙能看到山峰。,"Ruìshì Ā'ěrbēisī huǒchēzhàn, tòuguò bōlí qiáng néng kàndào shānfēng.",スイス・アルプスの駅、ガラスの壁越しに山頂が見える。,"Suisu Arupusu no eki, garasu no kabe goshi ni sanchou ga mieru.",Una estación suiza en los Alpes con picos de montaña visibles a través de las paredes de cristal.,Une gare alpine suisse avec des sommets visibles à travers des murs de verre.
1,pic_096,96.jpg,10000,A Buenos Aires terminal with colorful murals and vintage train cars.,布宜诺斯艾利斯火车终点站，彩色壁画和复古火车厢。,"Bùyínuò sī Àilìsī huǒchē zhōngdiǎnzhàn, cǎisè bìhuà hé fùgǔ huǒchēxiāng.",ブエノスアイレスのターミナル、カラフルな壁画とヴィンテージ列車。,"Buenosu Airesu no taaminaru, karafuru na hekiga to vintēji ressha.",Una terminal de Buenos Aires con murales coloridos y vagones antiguos.,Un terminal de Buenos Aires avec des fresques colorées et des voitures de train vintage.
1,pic_097,97.jpg,10000,A Moscow metro station with elaborate chandeliers and marble pillars.,莫斯科地铁站，水晶吊灯和大理石柱。,"Mòsīkē dìtiě zhàn, shuǐjīng diàodēng hé dàlǐshí zhù.",モスクワの地下鉄駅、豪華なシャンデリアと大理石の柱。,"Mosukuwa no chikatetsu eki, gouka na shanderia to dairaiseki no hashira.",Una estación de metro de Moscú con lámparas de araña y columnas de mármol.,Une station de métro à Moscou avec des lustres élaborés et des colonnes en marbre.
1,pic_098,98.jpg,10000,A small Japanese countryside stop with a wooden shelter and bicycle racks.,日本乡村小站，木制候车亭和自行车架。,"Rìběn xiāngcūn xiǎozhàn, mùzhì hòuchētíng hé zìxíngchējià.",日本の田舎の小さな駅、木造の待合所と自転車置き場。,"Nihon no inaka no chiisana eki, mokuzou no machiaijo to jitensha okiba.",Una pequeña parada rural japonesa con refugio de madera y portabicicletas.,Un petit arrêt de campagne japonais avec un abri en bois et des supports à vélos.
1,pic_099,99.jpg,10000,A New York Penn Station concourse bustling with travelers and taxis outside.,纽约宾州车站大厅，旅客熙攘，外面有出租车。,"Niǔyuē Bīnzhōu chēzhàn dàtīng, lǚkè xīrǎng, wàimiàn yǒu chūzūchē.",ニューヨーク・ペン駅のコンコースは旅行者で賑わい、外にはタクシーがいる。,"Nyuuyooku Pen eki no konkoosu wa ryokousha de nigiwai, soto ni wa takushii ga iru.",Un vestíbulo concurrido de la estación Penn de Nueva York con viajeros y taxis afuera.,Un hall de la gare Penn de New York animé avec des voyageurs et des taxis à l’extérieur.
1,pic_100,100.jpg,10000,A Sydney suburban station with eucalyptus trees lining the tracks.,悉尼郊区火车站，铁轨旁排列着桉树。,"Xīní jiāoqū huǒchēzhàn, tiěguǐ páng páiliè zhe ānshù.",シドニー郊外の駅、線路の脇にユーカリの木が並ぶ。,"Shidonii kougai no eki, senro no waki ni yuukari no ki ga narabu.",Una estación suburbana de Sídney con eucaliptos a lo largo de las vías.,Une gare de banlieue à Sydney avec des eucalyptus le long des voies.
